,title,author,url,page_count,price,currently_reading_count,wanting_to_read_count,average_rating,amount_rating,publishing_year
564,The Immortalists (Hardcover),Chloe Benjamin,/book/show/30288282-the-immortalists,346,14.99,14100.0,238000.0,3.71,209896,2018
565,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,/book/show/345627.Vampire_Academy,332,,11900.0,506000.0,4.11,655642,2007
566,The Binding (Hardcover),Bridget Collins,/book/show/39964740-the-binding,437,13.99,5651.0,141000.0,3.86,79837,2019
567,Artemis (Hardcover),Andy Weir,/book/show/34928122-artemis,305,12.99,16700.0,244000.0,3.69,283559,2017
568,The Girls (Hardcover),Emma Cline,/book/show/26893819-the-girls,355,3.99,8686.0,17500.0,3.5,225501,2016
569,In the Lives of Puppets (Hardcover),T.J. Klune,/book/show/60784549-in-the-lives-of-puppets,432,Unlimited,6179.0,195000.0,3.92,74803,2023
570,The Diary of a Young Girl (Mass Market Paperback),Anne Frank,/book/show/48855.The_Diary_of_a_Young_Girl,283,2.51,54300.0,2000000.0,4.19,3840417,1947
571,"Mr. Wrong Number (Mr. Wrong Number, #1)",Lynn Painter,/book/show/58419108-mr-wrong-number,350,13.99,2872.0,197000.0,3.68,125881,2022
572,"Darkfever (Fever, #1)",Karen Marie Moning,/book/show/112750.Darkfever,309,,4850.0,144000.0,4.06,183624,2006
573,"Ice Planet Barbarians (Ice Planet Barbarians, #1)",Ruby Dixon,/book/show/25128811-ice-planet-barbarians,188,,8760.0,62200.0,3.64,153796,2015
574,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,/book/show/43822820-the-family-upstairs,340,,31200.0,340000.0,3.96,457918,2019
575,Luckiest Girl Alive (Hardcover),Jessica Knoll,/book/show/22609317-luckiest-girl-alive,338,13.99,14900.0,178000.0,3.54,244284,2015
576,The Radium Girls: The Dark Story of America’s Shining Women (Hardcover),Kate  Moore,/book/show/31409135-the-radium-girls,479,9.17,17200.0,283000.0,4.15,156315,2016
577,A Flicker in the Dark (Hardcover),Stacy Willingham,/book/show/57693172-a-flicker-in-the-dark,357,Unlimited,28400.0,535000.0,3.99,448751,2022
578,"Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante, #2)",Benjamin Alire Sáenz,/book/show/56980548-aristotle-and-dante-dive-into-the-waters-of-the-world,516,,10700.0,150000.0,4.14,98427,2021
579,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,/book/show/76714487-tower-of-dawn,663,,53200.0,369000.0,4.27,668413,2017
580,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,/book/show/76713323-empire-of-storms,693,,10800.0,50300.0,4.63,807250,2016
581,Nine Perfect Strangers (Hardcover),Liane Moriarty,/book/show/39280445-nine-perfect-strangers,453,11.99,43600.0,246000.0,3.55,442632,2018
582,The Hunting Party (Paperback),Lucy Foley,/book/show/37642030-the-hunting-party,406,Unlimited,17200.0,6831.0,3.62,302414,2018
583,"Wicked Saints (Something Dark and Holy, #1)",Emily A. Duncan,/book/show/36118682-wicked-saints,385,,2225.0,99100.0,3.56,31735,2019
584,"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,/book/show/39679076-house-of-salt-and-sorrows,403,,4383.0,224000.0,3.91,97421,2019
585,In Cold Blood (Paperback),Truman Capote,/book/show/168642.In_Cold_Blood,343,12.99,19700.0,567000.0,4.09,676790,1959
586,"You, Again (Paperback)",Kate Goldbeck,/book/show/75665887-you-again,448,9.99,2680.0,107000.0,3.6,43480,2023
587,Mrs. Dalloway (Hardcover),Virginia Woolf,/book/show/14942.Mrs_Dalloway,194,2.99,24100.0,373000.0,3.79,317344,1925
588,"My Dark Romeo (Dark Prince Road, #1)",Parker S. Huntington,/book/show/123008168-my-dark-romeo,366,,12700.0,119000.0,3.77,87107,2023
589,The Worst Best Man (ebook),Mia Sosa,/book/show/43801254-the-worst-best-man,368,Unlimited,2839.0,106000.0,3.55,71207,2020
590,Then She Was Gone (Paperback),Lisa Jewell,/book/show/35297426-then-she-was-gone,359,13.99,45500.0,616000.0,4.05,762038,2017
591,Great Expectations (Paperback),Charles Dickens,/book/show/2623.Great_Expectations,544,4.99,36500.0,589000.0,3.79,820119,1860
592,"Wolfsong (Green Creek, #1)",T.J. Klune,/book/show/62039417-wolfsong,511,,5881.0,122000.0,4.24,82034,2016
593,Love in the Time of Cholera (Paperback),Gabriel García Márquez,/book/show/9712.Love_in_the_Time_of_Cholera,348,,27700.0,457000.0,3.94,514371,1985
594,Something Wilder (Hardcover),Christina Lauren,/book/show/59345253-something-wilder,,,,,3.66,125471,2022
595,The Push (Hardcover),Ashley Audrain,/book/show/52476830-the-push,307,12.99,14400.0,421000.0,4.05,367270,2021
596,"A Soul to Keep (Duskwalker Brides, #1)",Opal Reyne,/book/show/61208877-a-soul-to-keep,544,,9585.0,53300.0,4.12,49565,2022
597,"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",J.K. Rowling,/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,,,,,4.47,10378456,1997
598,Beloved (Paperback),Toni Morrison,/book/show/6149.Beloved,325,12.99,21100.0,477000.0,3.96,448938,1987
599,Cinderella Is Dead (ebook),Kalynn  Bayron,/book/show/43900612-cinderella-is-dead,400,7.38,4710.0,159000.0,3.68,79225,2020
600,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,/book/show/6294.Howl_s_Moving_Castle,329,,18800.0,406000.0,4.29,379864,1986
601,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,/book/show/33574273-a-wrinkle-in-time,218,,22000.0,626000.0,3.98,1223140,1962
602,"A Ruin of Roses (Deliciously Dark Fairytales, #1)",K.F. Breene,/book/show/58785677-a-ruin-of-roses,386,,12500.0,89100.0,3.81,53973,2021
603,Loveless (Paperback),Alice Oseman,/book/show/42115981-loveless,433,11.99,8092.0,182000.0,4.2,107950,2020
604,"The Heir (The Selection, #4)",Kiera Cass,/book/show/22918050-the-heir,342,,10200.0,170000.0,3.63,369177,2015
605,Not in Love (Kindle Edition),Ali Hazelwood,/book/show/198716261-not-in-love,384,11.99,10900.0,220000.0,3.67,126479,2024
606,"The Brothers Hawthorne (The Inheritance Games, #4)",Jennifer Lynn Barnes,/book/show/62804258-the-brothers-hawthorne,480,,12800.0,205000.0,3.94,99534,2023
607,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,/book/show/17235026-the-girl-with-all-the-gifts,461,,9672.0,275000.0,3.95,232645,2014
608,"Vicious (Sinners of Saint, #1)",L.J. Shen,/book/show/30839185-vicious,339,,17900.0,109000.0,3.95,145473,2016
609,"The Bone Season (The Bone Season, #1)",Samantha    Shannon,/book/show/195391688-the-bone-season,624,,4525.0,169000.0,3.82,86526,2013
610,Sense and Sensibility (Paperback),Jane Austen,/book/show/14935.Sense_and_Sensibility,409,2.99,44500.0,883000.0,4.08,1219098,1811
611,Nightbitch (Hardcover),Rachel Yoder,/book/show/55835474-nightbitch,256,10.99,4760.0,139000.0,3.54,48955,2021
612,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,/book/show/126062562-the-assassin-s-blade,451,9.45,44400.0,330000.0,4.22,740506,2014
613,"Dating Dr. Dil (If Shakespeare Was an Auntie, #1)",Nisha Sharma,/book/show/57007401-dating-dr-dil,364,,1928.0,112000.0,3.6,60539,2022
614,"Girls of Paper and Fire (Girls of Paper and Fire, #1)",Natasha Ngan,/book/show/34433755-girls-of-paper-and-fire,385,,3136.0,138000.0,3.81,55678,2018
615,Bright Young Women (Hardcover),Jessica Knoll,/book/show/101124639-bright-young-women,384,13.99,11900.0,307000.0,4.01,137155,2023
616,"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,/book/show/56935099-the-sanatorium,400,,12800.0,145000.0,3.37,180197,2020
617,"Praise (Salacious Players Club, #1)",Sara Cate,/book/show/60416566-praise,341,,18400.0,125000.0,4.11,163130,2022
618,"The Foxhole Court (All for the Game, #1)",Nora Sakavic,/book/show/17259690-the-foxhole-court,237,,4585.0,107000.0,4.02,87318,2013
619,"Payback's a Witch (The Witches of Thistle Grove, #1)",Lana Harper,/book/show/55566545-payback-s-a-witch,352,,2594.0,96600.0,3.61,37927,2021
620,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,/book/show/77197.Assassin_s_Apprentice,435,,14300.0,346000.0,4.18,342331,1995
621,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,/book/show/6339664-hush-hush,391,,7202.0,457000.0,3.92,716012,2009
622,"The Long Game (The Long Game, #1)",Elena  Armas,/book/show/101144869-the-long-game,373,11.99,4676.0,147000.0,3.58,72995,2023
623,Check & Mate (Paperback),Ali Hazelwood,/book/show/60683957-check-mate,352,8.99,8232.0,328000.0,3.97,236881,2023
624,"The Guncle (The Guncle, #1)",Steven  Rowley,/book/show/54508798-the-guncle,326,,8444.0,168000.0,4.13,156169,2021
625,"The Predator (Dark Verse, #1)",RuNyx,/book/show/52871061-the-predator,318,,9245.0,143000.0,4.0,89653,2020
626,"Desperate Measures (Wicked Villains, #1)",Katee Robert,/book/show/44323708-desperate-measures,230,on,3184.0,79800.0,3.55,50880,2019
627,"What If It's Us (What If It's Us, #1)",Becky Albertalli,/book/show/36341204-what-if-it-s-us,437,,6037.0,217000.0,3.82,157152,2018
628,"Radiance (Wraith Kings, #1)",Grace Draven,/book/show/24473763-radiance,297,,2229.0,88400.0,4.0,62443,2015
629,Once Upon a River (Hardcover),Diane Setterfield,/book/show/40130093-once-upon-a-river,464,Unlimited,12300.0,152000.0,3.94,93020,2018
630,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,/book/show/42080479-the-school-for-good-and-evil,488,,7821.0,124000.0,3.99,123826,2013
631,Tryst Six Venom (Kindle Edition),Penelope Douglas,/book/show/54661258-tryst-six-venom,589,Unlimited,6100.0,62800.0,3.89,31483,2021
632,Meet Me at the Lake (Paperback),Carley Fortune,/book/show/61797464-meet-me-at-the-lake,336,10.99,13100.0,294000.0,3.69,261699,2023
633,The Bodyguard (Hardcover),Katherine Center,/book/show/58724801-the-bodyguard,302,Unlimited,7584.0,286000.0,3.97,286112,2022
634,"Hopeless (Hopeless, #1)",Colleen Hoover,/book/show/62967897-hopeless,408,14.99,32100.0,575000.0,4.24,608851,2012
635,"Will Grayson, Will Grayson (Hardcover)",John Green,/book/show/6567017-will-grayson-will-grayson,320,,7617.0,264000.0,3.7,402580,2010
636,When Women Were Dragons (Paperback),Kelly Barnhill,/book/show/58783802-when-women-were-dragons,367,11.99,4687.0,140000.0,3.85,49541,2022
637,The Graveyard Book (Hardcover),Neil Gaiman,/book/show/2213661.The_Graveyard_Book,312,Unlimited,13300.0,422000.0,4.16,548916,2008
638,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,/book/show/7260188-mockingjay,390,,43600.0,479000.0,4.09,3332427,2010
639,"The Pucking Wrong Number (Pucking Wrong, #1)",C.R. Jane,/book/show/123414004-the-pucking-wrong-number,390,,9431.0,44900.0,3.55,55422,2023
640,"The Stolen Heir (The Stolen Heir Duology, #1)",Holly Black,/book/show/61198133-the-stolen-heir,356,,11400.0,265000.0,3.97,123135,2023
641,"A Marvellous Light (The Last Binding, #1)",Freya Marske,/book/show/53217284-a-marvellous-light,377,,3208.0,112000.0,3.96,41321,2021
642,Gods of Jade and Shadow (Hardcover),Silvia Moreno-Garcia,/book/show/36510722-gods-of-jade-and-shadow,338,8.99,4123.0,162000.0,3.89,69480,2019
643,"Godkiller (Fallen Gods, #1)",Hannah Kaner,/book/show/61244268-godkiller,304,,5029.0,117000.0,3.9,37144,2023
644,"The Witch Collector (Witch Walker, #1)",Charissa Weaks,/book/show/57191885-the-witch-collector,343,,5063.0,147000.0,3.78,42506,2021
645,Chain-Gang All-Stars (Hardcover),Nana Kwame Adjei-Brenyah,/book/show/61190770-chain-gang-all-stars,367,12.99,7571.0,164000.0,4.14,57195,2023
646,"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,/book/show/44019067-the-bromance-book-club,350,,3018.0,161000.0,3.88,120330,2019
647,You Shouldn't Have Come Here (Hardcover),Jeneva Rose,/book/show/61458888-you-shouldn-t-have-come-here,292,8.99,6049.0,196000.0,3.34,164996,2023
648,The Road Trip (Hardcover),Beth O'Leary,/book/show/51405046-the-road-trip,414,4.99,3934.0,142000.0,3.58,100921,2021
649,"That Time I Got Drunk and Saved a Demon (Mead Mishaps, #1)",Kimberly Lemming,/book/show/58648147-that-time-i-got-drunk-and-saved-a-demon,260,Unlimited,3868.0,55200.0,3.91,40886,2021
650,In My Dreams I Hold a Knife (Hardcover),Ashley Winstead,/book/show/50485649-in-my-dreams-i-hold-a-knife,345,Unlimited,4221.0,221000.0,3.83,107752,2021
651,"A Lady of Rooksgrave Manor (Tempting Monsters, #1)",Kathryn  Moon,/book/show/56574777-a-lady-of-rooksgrave-manor,376,,4189.0,32600.0,3.96,22742,2021
652,Fates and Furies (Hardcover),Lauren Groff,/book/show/24612118-fates-and-furies,390,9.99,8615.0,147000.0,3.58,141884,2015
653,"Fighting Destiny (The Fae Chronicles, #1)",Amelia Hutchins,/book/show/17927559-fighting-destiny,394,,7595.0,58000.0,3.96,46129,2013
654,My Roommate Is a Vampire (Paperback),Jenna Levine,/book/show/60041932-my-roommate-is-a-vampire,341,,2921.0,102000.0,3.47,69892,2023
655,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,/book/show/52694527-the-shadow-of-the-gods,480,,10900.0,,4.23,50163,2021
656,A Tale of Two Cities (Paperback),Charles Dickens,/book/show/1953.A_Tale_of_Two_Cities,489,0.99,62400.0,869000.0,3.87,964109,1859
657,"Part of Your World (Part of Your World, #1)",Abby Jimenez,/book/show/58684524-part-of-your-world,400,,15700.0,523000.0,4.29,411880,2022
658,"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,/book/show/57693481-good-girl-complex,368,,5060.0,166000.0,3.58,124326,2022
659,"American Queen (New Camelot Trilogy, #1)",Sierra Simone,/book/show/30314992-american-queen,393,,5437.0,84200.0,3.83,55992,2016
660,The Haunting of Hill House (Paperback),Shirley Jackson,/book/show/89717.The_Haunting_of_Hill_House,182,10.99,14500.0,413000.0,3.82,320749,1959
661,Plain Bad Heroines (Hardcover),Emily M. Danforth,/book/show/50496875-plain-bad-heroines,640,12.99,2681.0,110000.0,3.65,26048,2020
662,"Long Shot (Hoops, #1)",Kennedy Ryan,/book/show/39336718-long-shot,462,,6437.0,78500.0,4.18,59147,2018
663,"Bared to You (Crossfire, #1)",Sylvia Day,/book/show/101842164-bared-to-you,337,,13200.0,308000.0,4.14,534213,2012
664,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,/book/show/58132544-a-river-enchanted,480,,6216.0,214000.0,4.09,65463,2022
665,"Legend (Legend, #1)",Marie Lu,/book/show/29863662-legend,318,,11200.0,485000.0,4.15,539468,2011
666,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,/book/show/41118857-the-dragon-republic,658,,13800.0,162000.0,4.37,136464,2019
667,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,/book/show/10572.A_Clash_of_Kings,1009,,46000.0,282000.0,4.42,958222,1998
668,Second First Impressions (Hardcover),Sally  Thorne,/book/show/45553600-second-first-impressions,343,,2235.0,191.0,3.54,80371,2021
669,"Blood Meridian, or, the Evening Redness in the West (Paperback)",Cormac McCarthy,/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,351,12.99,22300.0,235000.0,4.16,177154,1985
670,"Maybe Someday (Maybe, #1)",Colleen Hoover,/book/show/62967882-maybe-someday,384,,27500.0,446000.0,4.0,582477,2014
671,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,/book/show/22864842-the-queen-of-the-tearling,448,,3041.0,139000.0,3.99,96407,2014
672,"Glow (The Plated Prisoner, #4)",Raven Kennedy,/book/show/58159316-glow,705,,14800.0,91000.0,4.16,80716,2022
673,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,/book/show/25499718-children-of-time,608,,1551.0,25600.0,4.3,136280,2015
674,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,/book/show/5364.Dragonfly_in_Amber,947,,29200.0,132000.0,4.34,364355,1992
675,"Air Awakens (Air Awakens, #1)",Elise Kova,/book/show/23127048-air-awakens,342,,6469.0,150000.0,3.99,57313,2015
676,The Sun Is Also a Star (Hardcover),Nicola Yoon,/book/show/28763485-the-sun-is-also-a-star,344,5.99,10100.0,361000.0,3.97,338659,2016
677,"Where'd You Go, Bernadette (Hardcover)",Maria Semple,/book/show/13526165-where-d-you-go-bernadette,330,7.99,14000.0,330000.0,3.88,581019,2012
678,Murder Your Employer: The McMasters Guide to Homicide (Hardcover),Rupert Holmes,/book/show/61272658-murder-your-employer,389,,7841.0,131000.0,3.85,36621,2023
679,Still Beating (Kindle Edition),Jennifer Hartmann,/book/show/55882116-still-beating,314,Unlimited,9948.0,130000.0,4.25,123802,2020
680,The Great Alone (Kindle Edition),Kristin Hannah,/book/show/34912895-the-great-alone,435,11.99,51900.0,712000.0,4.43,869967,2018
681,"A Promise of Fire (Kingmaker Chronicles, #1)",Amanda Bouchet,/book/show/59645282-a-promise-of-fire,445,,3555.0,105000.0,3.98,50561,2016
682,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,/book/show/1421990.Halfway_to_the_Grave,374,,2999.0,111000.0,4.13,159895,2007
683,"The Beautiful (The Beautiful, #1)",Renée Ahdieh,/book/show/42265183-the-beautiful,425,,2531.0,118000.0,3.66,37028,2019
684,The Road (Hardcover),Cormac McCarthy,/book/show/6288.The_Road,241,12.99,18600.0,565000.0,3.99,936140,2006
685,"American Royals (American Royals, #1)",Katharine McGee,/book/show/43744300-american-royals,448,,7091.0,128000.0,3.82,122913,2019
686,"Ready Player Two (Ready Player One, #2)",Ernest Cline,/book/show/26082916-ready-player-two,370,,17200.0,111000.0,3.43,164104,2020
687,Pen Pal (Kindle Edition),J.T. Geissinger,/book/show/60192737-pen-pal,320,Unlimited,13300.0,74800.0,4.19,94917,2022
688,"A Heart So Fierce and Broken (Cursebreakers, #2)",Brigid Kemmerer,/book/show/42952728-a-heart-so-fierce-and-broken,450,,3597.0,84100.0,3.89,69258,2020
689,"A Strange Hymn (The Bargainer, #2)",Laura Thalassa,/book/show/62891197-a-strange-hymn,390,,7847.0,44900.0,3.99,71134,2017
690,Final Girls (Hardcover),Riley Sager,/book/show/32796253-final-girls,352,4.99,7240.0,223000.0,3.83,206644,2017
691,"Done and Dusted (Rebel Blue Ranch, #1)",Lyla Sage,/book/show/123179008-done-and-dusted,356,4.99,6437.0,135000.0,3.88,138942,2023
692,Ace of Spades (Paperback),Faridah Àbíké-Íyímídé,/book/show/42603984-ace-of-spades,470,9.99,3632.0,205000.0,4.16,89616,2021
693,"Exodus (The Ravenhood, #2)",Kate  Stewart,/book/show/53312623-exodus,450,,10300.0,131000.0,4.4,142443,2020
694,Sophie’s World (Paperback),Jostein Gaarder,/book/show/10959.Sophie_s_World,403,11.99,33300.0,232000.0,3.96,264950,1991
695,Funny You Should Ask (Paperback),Elissa Sussman,/book/show/58065414-funny-you-should-ask,352,13.99,3991.0,217000.0,3.58,128346,2022
696,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,/book/show/1582996.City_of_Ashes,453,,16400.0,305000.0,4.11,951598,2008
697,"In the Woods (Dublin Murder Squad, #1)",Tana French,/book/show/2459785.In_the_Woods,448,,18700.0,502000.0,3.79,410233,2007
698,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,/book/show/10140661-gabriel-s-inferno,506,,3434.0,101000.0,3.98,159307,2011
699,War and Peace (Paperback),Leo Tolstoy,/book/show/656.War_and_Peace,1392,0.99,65000.0,712000.0,4.16,337156,1869
700,"Practical Magic (Practical Magic, #1)",Alice Hoffman,/book/show/22896.Practical_Magic,286,,10100.0,140000.0,3.73,139846,1995
701,"This Woven Kingdom (This Woven Kingdom, #1)",Tahereh Mafi,/book/show/56554281-this-woven-kingdom,512,,4732.0,241000.0,3.96,61301,2022
702,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,/book/show/53968496-the-prison-healer,416,,5679.0,250000.0,4.19,96736,2021
703,"The Darkest Temptation (Made, #3)",Danielle Lori,/book/show/56250307-the-darkest-temptation,410,,6168.0,112000.0,4.04,122079,2020
704,The Soulmate Equation (Paperback),Christina Lauren,/book/show/58438593-the-soulmate-equation,,,,,4.0,252777,2021
705,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life (Paperback),Jen Sincero,/book/show/15843166-you-are-a-badass,254,,29900.0,310000.0,3.95,261759,2013
706,The Historian (Kindle Edition),Elizabeth Kostova,/book/show/30236962-the-historian,704,12.99,9056.0,190000.0,3.8,268561,2005
707,"Love Redesigned (Lakefront Billionaires, #1)",Lauren Asher,/book/show/199070596-love-redesigned,530,,9979.0,186000.0,4.06,110430,2023
708,"How Does It Feel? (Infatuated Fae, #1)",Jeneane O'Riley,/book/show/122447584-how-does-it-feel,388,,8732.0,122000.0,3.78,50864,2023
709,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,/book/show/39338454-the-bride-test,305,,5071.0,242000.0,3.82,171245,2019
710,Les Misérables (Mass Market Paperback),Victor Hugo,/book/show/24280.Les_Mis_rables,1463,6.99,83500.0,935000.0,4.2,808752,1862
711,Don Quixote (Paperback),Miguel de Cervantes Saavedra,/book/show/3836.Don_Quixote,1023,1.99,42000.0,465000.0,3.9,280139,1605
712,The No-Show (Paperback),Beth O'Leary,/book/show/58678549-the-no-show,337,7.99,3647.0,142000.0,3.8,100275,2022
713,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,/book/show/56978089-a-magic-steeped-in-poison,374,,2775.0,123000.0,3.83,30675,2022
714,"Feral Sins (The Phoenix Pack, #1)",Suzanne Wright,/book/show/13522957-feral-sins,429,Unlimited,5198.0,35000.0,3.99,59916,2012
715,First Lie Wins (Hardcover),Ashley Elston,/book/show/164444179-first-lie-wins,340,13.99,29300.0,453000.0,4.04,425390,2024
716,"Queen of Myth and Monsters (Adrian X Isolde, #2)",Scarlett St.  Clair,/book/show/56652074-queen-of-myth-and-monsters,432,,4312.0,65300.0,3.38,41449,2022
717,The Left Hand of Darkness (Paperback),Ursula K. Le Guin,/book/show/18423.The_Left_Hand_of_Darkness,304,8.99,14200.0,225000.0,4.1,191335,1969
718,"Twisted Lies (Twisted, #4)",Ana Huang,/book/show/60217302-twisted-lies,530,,25300.0,340000.0,4.2,458582,2022
719,Nettle & Bone (Hardcover),T. Kingfisher,/book/show/56179377-nettle-bone,243,Unlimited,8006.0,186000.0,4.13,90584,2022
720,"Broken Bonds (The Bonds that Tie, #1)",J.  Bree,/book/show/58081613-broken-bonds,289,,7978.0,145000.0,4.15,113778,2021
721,Cloud Atlas (Paperback),David Mitchell,/book/show/49628.Cloud_Atlas,509,14.99,15400.0,337000.0,4.01,253519,2004
722,Wreck the Halls (Paperback),Tessa Bailey,/book/show/75663742-wreck-the-halls,351,9.99,2362.0,96300.0,3.43,75127,2023
723,Infinite Jest (Paperback),David Foster Wallace,/book/show/6759.Infinite_Jest,1088,12.99,31400.0,324000.0,4.25,94231,1996
724,The Woman in the Library (ebook),Sulari Gentill,/book/show/56803179-the-woman-in-the-library,292,8.49,4715.0,147000.0,3.51,73651,2022
725,The Institute (Hardcover),Stephen         King,/book/show/43798285-the-institute,561,9.99,30400.0,324000.0,4.2,290117,2019
726,"Golden Son (Red Rising Saga, #2)",Pierce Brown,/book/show/18966819-golden-son,466,,18800.0,153000.0,4.47,302635,2015
727,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,/book/show/2767052-the-hunger-games,374,,90300.0,,4.34,8945901,2008
728,Maybe in Another Life (Paperback),Taylor Jenkins Reid,/book/show/23492661-maybe-in-another-life,342,10.99,13300.0,314000.0,3.79,292338,2015
729,Cruel Beauty (Hardcover),Rosamund Hodge,/book/show/15839984-cruel-beauty,346,,779.0,48600.0,3.64,91843,2014
730,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,/book/show/34497.The_Color_of_Magic,228,,19200.0,257000.0,4.0,396152,1983
731,I Kissed Shara Wheeler (Hardcover),Casey McQuiston,/book/show/58756420-i-kissed-shara-wheeler,356,Unlimited,4039.0,157000.0,3.88,91878,2022
732,The Reading List (Hardcover),Sara Nisha Adams,/book/show/55276648-the-reading-list,368,13.99,10200.0,193000.0,4.07,110911,2021
733,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,/book/show/32505753-ash-princess,432,,4587.0,150000.0,3.87,70239,2018
734,"Gilded (Gilded, #1)",Marissa Meyer,/book/show/56614597-gilded,502,,3552.0,115000.0,3.88,46764,2021
735,"This Man (This Man, #1)",Jodi Ellen Malpas,/book/show/16140036-this-man,448,,3984.0,72700.0,4.06,115109,2012
736,"Behind the Net (Vancouver Storm, #1)",Stephanie  Archer,/book/show/174713026-behind-the-net,424,,10000.0,115000.0,3.83,115817,2023
737,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,/book/show/9579634-prince-of-thorns,373,,5382.0,151000.0,3.84,117150,2011
738,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,/book/show/51335759-good-girl-bad-blood,413,,33200.0,422000.0,4.29,578335,2020
739,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,/book/show/213075365-a-reaper-at-the-gates,480,,6331.0,103000.0,4.15,99546,2018
740,Imaginary Friend (Hardcover),Stephen Chbosky,/book/show/43522576-imaginary-friend,705,11.99,5403.0,138000.0,3.55,54468,2019
741,"Wintersong (Wintersong, #1)",S. Jae-Jones,/book/show/24763621-wintersong,436,,1646.0,84600.0,3.54,32666,2017
742,The Underground Railroad (Hardcover),Colson Whitehead,/book/show/30555488-the-underground-railroad,320,11.99,26700.0,450000.0,4.06,411892,2016
743,Dark Places (Hardcover),Gillian Flynn,/book/show/5886881-dark-places,424,8.99,23300.0,632000.0,3.95,773908,2009
744,Manhunt (Paperback),Gretchen Felker-Martin,/book/show/53329296-manhunt,296,Unlimited,1671.0,51400.0,3.54,12815,2022
745,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,/book/show/18053060-dorothy-must-die,452,,4036.0,92900.0,3.8,83290,2014
746,"Shadow of Night (All Souls, #2)",Deborah Harkness,/book/show/11559200-shadow-of-night,584,,16100.000000000002,107000.0,4.08,248907,2012
747,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,/book/show/38359036-the-tattooist-of-auschwitz,272,,383.0,4670.0,4.31,1008622,2018
748,I Want to Die But I Want to Eat Tteokpokki (Paperback),Baek Se-hee,/book/show/49228706-i-want-to-die-but-i-want-to-eat-tteokpokki,232,9.99,9559.0,,3.27,62669,2018
749,The Library at Mount Char (Paperback),Scott  Hawkins,/book/show/26892110-the-library-at-mount-char,390,8.99,3903.0,138000.0,4.08,61043,2015
750,"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,/book/show/22020052-it-ain-t-me-babe,466,,3097.0,54200.0,4.05,54255,2014
751,"The Elite (The Selection, #2)",Kiera Cass,/book/show/16248068-the-elite,336,,15800.0,214000.0,3.94,800706,2013
752,The Girl Who Fell Beneath the Sea (Hardcover),Axie Oh,/book/show/56978100-the-girl-who-fell-beneath-the-sea,325,11.99,4124.0,21400.0,4.11,73875,2022
753,Razorblade Tears (Hardcover),S.A. Cosby,/book/show/54860585-razorblade-tears,336,Unlimited,6516.0,137000.0,4.1,102057,2021
