,title,author,url,page_count,price,currently_reading_count,wanting_to_read_count,average_rating,amount_rating,publishing_year
1134,Americanah (Hardcover),Chimamanda Ngozi Adichie,/book/show/15796700-americanah,477,12.99,20800.0,371000.0,4.32,381596,2013
1135,The Trial (Paperback),Franz Kafka,/book/show/17690.The_Trial,255,5.99,24800.0,382000.0,3.95,342685,1925
1136,The Christie Affair (Hardcover),Nina de Gramont,/book/show/57693165-the-christie-affair,320,2.99,6319.0,129000.0,3.72,85769,2022
1137,The Keeper of Lost Things (ebook),Ruth Hogan,/book/show/30363088-the-keeper-of-lost-things,288,12.99,18200.0,193000.0,3.8,154350,2017
1138,Brutal Obsession (Kindle Edition),S. Massery,/book/show/60653182-brutal-obsession,600,,6561.0,46600.0,3.84,35771,2022
1139,"A Witch's Guide to Fake Dating a Demon (Glimmer Falls, #1)",Sarah  Hawley,/book/show/59441717-a-witch-s-guide-to-fake-dating-a-demon,367,,2400.0,79400.0,3.66,34264,2023
1140,Outlawed (Hardcover),Anna North,/book/show/50997696-outlawed,261,9.99,3856.0,81100.0,3.51,75552,2021
1141,Talking to Strangers: What We Should Know About the People We Don't Know (Hardcover),Malcolm Gladwell,/book/show/43848929-talking-to-strangers,388,12.99,28900.0,515000.0,4.0,308440,2019
1142,The Elegance of the Hedgehog (Paperback),Muriel Barbery,/book/show/2967752-the-elegance-of-the-hedgehog,325,9.36,9978.0,2614.0,3.8,188635,2006
1143,A Tale for the Time Being (Hardcover),Ruth Ozeki,/book/show/15811545-a-tale-for-the-time-being,432,13.99,8113.0,178000.0,4.06,125058,2013
1144,Before I Fall (Paperback),Lauren Oliver,/book/show/6482837-before-i-fall,470,13.99,6631.0,327000.0,3.89,340377,2010
1145,How to End a Love Story (Paperback),Yulin Kuang,/book/show/63247365-how-to-end-a-love-story,384,11.99,5190.0,151000.0,3.7,59339,2024
1146,Drive Your Plow Over the Bones of the Dead (Audible Audio),Olga Tokarczuk,/book/show/51648276-drive-your-plow-over-the-bones-of-the-dead,12,12.99,9512.0,140000.0,3.95,109000,2009
1147,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness (Paperback)",Ichiro Kishimi,/book/show/43306206-the-courage-to-be-disliked,288,,28000.0,216000.0,3.98,87467,2013
1148,"Wildest Dreams (Fantasyland, #1)",Kristen Ashley,/book/show/75619895-wildest-dreams,494,,1562.0,27900.0,4.06,33739,2011
1149,Madame Bovary (Paperback),Gustave Flaubert,/book/show/2175.Madame_Bovary,329,3.99,20400.0,309000.0,3.7,343842,1856
1150,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,/book/show/60652997-hell-bent,481,,8133.0,281000.0,4.13,137338,2023
1151,"The High Mountain Court (The Five Crowns of Okrith, #1)",A.K. Mulford,/book/show/58310153-the-high-mountain-court,354,Unlimited,3519.0,89800.0,3.71,25045,2021
1152,The Switch (Kindle Edition),Beth O'Leary,/book/show/45134200-the-switch,336,11.99,5350.0,148000.0,3.95,133817,2020
1153,"Dark Prince (Dark, #1)",Christine Feehan,/book/show/28866.Dark_Prince,447,,2473.0,28900.0,4.0,58384,1999
1154,"Unfortunately Yours  (A Vine Mess, #2)",Tessa Bailey,/book/show/62365891-unfortunately-yours,384,11.99,3151.0,119000.0,3.79,84920,2023
1155,"The Chase (Briar U, #1)",Elle Kennedy,/book/show/34851664-the-chase,368,,12700.0,136000.0,3.87,203936,2018
1156,All the Crooked Saints (Hardcover),Maggie Stiefvater,/book/show/30025336-all-the-crooked-saints,313,11.99,992.0,46600.0,3.81,23082,2017
1157,"A Conjuring of Light (Shades of Magic, #3)",Victoria Schwab,/book/show/29939230-a-conjuring-of-light,624,,7813.0,178000.0,4.31,170179,2017
1158,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,734,,1625.0,7566.0,4.57,3818056,2000
1159,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,/book/show/13206760-scarlet,454,,10000.0,222000.0,4.24,431819,2013
1160,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,/book/show/68429.The_Well_of_Ascension,590,,23000.0,,4.38,506820,2007
1161,Killers of a Certain Age (Hardcover),Deanna Raybourn,/book/show/60149532-killers-of-a-certain-age,368,11.99,5760.0,165000.0,3.86,97106,2022
1162,In the Dream House (Hardcover),Carmen Maria Machado,/book/show/43317482-in-the-dream-house,251,Unlimited,5174.0,277000.0,4.42,135524,2019
1163,"Consequences (Consequences, #1)",Aleatha Romig,/book/show/12368985-consequences,366,,3212.0,51200.0,3.92,42431,2011
1164,The Adventures of Huckleberry Finn (Paperback),Mark Twain,/book/show/2956.The_Adventures_of_Huckleberry_Finn,327,Unlimited,33200.0,448000.0,3.83,1280987,1884
1165,"After We Collided (After, #2)",Anna Todd,/book/show/22540125-after-we-collided,674,,13200.0,74500.0,3.72,216391,2013
1166,"Crier's War (Crier's War, #1)",Nina Varela,/book/show/41951626-crier-s-war,464,,3251.0,146000.0,4.12,45008,2019
1167,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,/book/show/34523174-into-the-drowning-deep,448,,2406.0,89600.0,3.96,37599,2017
1168,"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,/book/show/25740412-the-black-witch,601,,4428.0,129000.0,4.09,40968,2017
1169,Sugar Daddies (Paperback),Jade West,/book/show/30816428-sugar-daddies,442,Unlimited,4150.0,24000.0,3.83,34879,2016
1170,Notes on an Execution (Hardcover),Danya Kukafka,/book/show/57773248-notes-on-an-execution,306,14.99,4962.0,216000.0,4.07,104124,2022
1171,The Last Housewife (Hardcover),Ashley Winstead,/book/show/59349100-the-last-housewife,385,2.99,1835.0,94200.0,3.7,49460,2022
1172,Weather Girl (Paperback),Rachel Lynn Solomon,/book/show/53369734-weather-girl,336,13.99,1552.0,80800.0,3.62,45353,2022
1173,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,/book/show/6148028-catching-fire,391,,50200.0,471000.0,4.33,3703194,2009
1174,All About Love: New Visions (Hardcover),bell hooks,/book/show/17607.All_About_Love,240,,29600.0,213000.0,4.05,98750,1999
1175,The Fraud (Hardcover),Zadie Smith,/book/show/66086834-the-fraud,464,12.99,8758.0,69600.0,3.29,24442,2023
1176,"Written in the Stars (Written in the Stars, #1)",Alexandria Bellefleur,/book/show/51179990-written-in-the-stars,370,,2232.0,101000.0,3.86,56072,2020
1177,The Giver of Stars (Hardcover),Jojo Moyes,/book/show/43925876-the-giver-of-stars,390,12.99,43200.0,327000.0,4.29,444079,2019
1178,"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,/book/show/23308087-flame-in-the-mist,392,,1417.0,104000.0,3.86,46941,2017
1179,"Bitten (Otherworld, #1)",Kelley Armstrong,/book/show/11918.Bitten,436,,2275.0,72600.0,4.02,103528,2001
1180,The Bee Sting (Hardcover),Paul Murray,/book/show/62039166-the-bee-sting,656,12.99,19300.0,221000.0,3.95,64790,2023
1181,Family Lore (Hardcover),Elizabeth Acevedo,/book/show/62949033-family-lore,371,12.99,2605.0,75700.0,3.53,17926,2023
1182,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,/book/show/57282383-a-shadow-in-the-ember,647,,10800.0,263000.0,4.47,175395,2021
1183,The Remains of the Day (Paperback),Kazuo Ishiguro,/book/show/28921.The_Remains_of_the_Day,258,12.99,14600.0,323000.0,4.14,317014,1989
1184,Sick Boys (Kindle Edition),Clarissa Wild,/book/show/122996919-sick-boys,517,,9126.0,36000.0,3.95,27148,2023
1185,The House Witch 1 (The House Witch #1),Delemhach,/book/show/61337597-the-house-witch-1,658,,9859.0,59200.0,4.18,21359,2022
1186,Hidden Pictures (Hardcover),Jason Rekulak,/book/show/58724923-hidden-pictures,372,Unlimited,19100.0,388000.0,4.16,335689,2022
1187,"Wool Omnibus (Silo, #1)",Hugh Howey,/book/show/13453029-wool-omnibus,509,,18700.0,128000.0,4.22,223517,2012
1188,The Light Between Oceans (Hardcover),M.L. Stedman,/book/show/13158800-the-light-between-oceans,362,13.99,11900.0,319000.0,4.04,463941,2012
1189,Gone with the Wind (Mass Market Paperback),Margaret Mitchell,/book/show/18405.Gone_with_the_Wind,1037,3.49,19400.0,854000.0,4.31,1232627,1936
1190,Middlemarch (Mass Market Paperback),George Eliot,/book/show/19089.Middlemarch,912,0.99,17600.0,282000.0,4.02,166954,1872
1191,Mistakes Were Made (Paperback),Meryl Wilsner,/book/show/59808269-mistakes-were-made,352,Unlimited,2358.0,53800.0,3.94,34730,2022
1192,"The Plot (The Book Series, #1)",Jean Hanff Korelitz,/book/show/55315487-the-plot,320,,8884.0,119000.0,3.82,119504,2021
1193,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,/book/show/301082.Dead_Until_Dark,292,,6996.0,145000.0,3.97,546649,2001
1194,"Malice (The Faithful and the Fallen, #1)",John Gwynne,/book/show/15750692-malice,672,,5948.0,140000.0,4.17,43902,2012
1195,"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,/book/show/23164983-hollow-city,412,,9963.0,158000.0,4.06,242971,2014
1196,Memoirs of a Geisha (Mass Market Paperback),Arthur Golden,/book/show/929.Memoirs_of_a_Geisha,503,12.99,13600.0,879000.0,4.15,2029980,1997
1197,"The Ever King (The Ever Seas, #1)",L.J. Andrews,/book/show/75384035-the-ever-king,408,,15700.0,118000.0,4.18,44636,2023
1198,The Rose Code (Paperback),Kate Quinn,/book/show/53914938-the-rose-code,624,Unlimited,22200.0,308000.0,4.45,281495,2021
1199,"The Kingmaker (All the King's Men, #1)",Kennedy Ryan,/book/show/45024651-the-kingmaker,344,,6088.0,56500.0,4.04,22008,2019
1200,The Best Thing (Kindle Edition),Mariana Zapata,/book/show/51045313-the-best-thing,480,Unlimited,4934.0,45200.0,3.96,36525,2019
1201,The Glass Castle (Paperback),Jeannette Walls,/book/show/7445.The_Glass_Castle,288,13.99,22100.0,703000.0,4.32,1252477,2005
1202,"Today Tonight Tomorrow (Rowan & Neil, #1)",Rachel Lynn Solomon,/book/show/52766407-today-tonight-tomorrow,364,,3593.0,175000.0,4.06,87241,2020
1203,All He'll Ever Be (Merciless #1-4),W.  Winters,/book/show/52050087-all-he-ll-ever-be,740,,4978.0,67800.0,3.62,12355,2019
1204,The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,/book/show/6493208-the-immortal-life-of-henrietta-lacks,370,14.99,19700.0,667000.0,4.12,752429,2010
1205,"Heartless (Chestnut Springs, #2)",Elsie Silver,/book/show/61373532-heartless,476,,16700.0,170000.0,4.39,305238,2022
1206,"On Dublin Street (On Dublin Street, #1)",Samantha Young,/book/show/199259115-on-dublin-street,415,7.99,2923.0,149000.0,4.15,200493,2012
1207,"Wolf Gone Wild  (Stay a Spell, #1)",Juliette Cross,/book/show/48988286-wolf-gone-wild,378,,3174.0,34300.0,3.96,24386,2020
1208,Seveneves (Kindle Edition),Neal Stephenson,/book/show/22816087-seveneves,872,13.99,11000.0,126000.0,4.0,117777,2015
1209,"Space Opera (Space Opera, #1)",Catherynne M. Valente,/book/show/24100285-space-opera,294,,1868.0,26900.0,3.46,16104,2018
1210,The Lying Game (Hardcover),Ruth Ware,/book/show/32895291-the-lying-game,370,13.99,12400.0,123000.0,3.53,192906,2017
1211,"Wild Love (Rose Hill, #1)",Elsie Silver,/book/show/199368721-wild-love,402,,18000.0,228000.0,4.1,149934,2024
1212,Breasts and Eggs (Hardcover),Mieko Kawakami,/book/show/50736031-breasts-and-eggs,430,2.99,9805.0,142000.0,3.87,61576,2019
1213,"So Not Meant To Be (Cane Brothers, #2)",Meghan Quinn,/book/show/60809640-so-not-meant-to-be,512,Unlimited,14700.0,73500.0,3.93,100414,2022
1214,Funny Feelings (Paperback),Tarah DeWitt,/book/show/123395266-funny-feelings,320,Unlimited,3358.0,86100.0,3.83,41040,2022
1215,"A Touch of Malice (Hades x Persephone Saga, #3)",Scarlett St.  Clair,/book/show/55604481-a-touch-of-malice,418,Unlimited,7321.0,135000.0,3.96,105411,2021
1216,"The Year of the Witching (Bethel, #1)",Alexis Henderson,/book/show/49789629-the-year-of-the-witching,368,,2139.0,160000.0,3.81,39274,2020
1217,No Longer Human (Paperback),Osamu Dazai,/book/show/194746.No_Longer_Human,176,9.99,19300.0,257000.0,3.98,180663,1948
1218,The Buried Giant (Hardcover),Kazuo Ishiguro,/book/show/22522805-the-buried-giant,317,12.99,7808.0,121000.0,3.58,109797,2015
1219,Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,/book/show/56769575-stiff,320,8.98,9106.0,320000.0,4.06,224805,2003
1220,This Time Tomorrow (Hardcover),Emma Straub,/book/show/59089704-this-time-tomorrow,310,11.99,7866.0,207000.0,3.8,140672,2022
1221,House of Hollow (Hardcover),Krystal Sutherland,/book/show/54613751-house-of-hollow,292,8.99,2649.0,183000.0,4.03,84457,2021
1222,"The Thousandth Floor (The Thousandth Floor, #1)",Katharine McGee,/book/show/24921954-the-thousandth-floor,448,,2556.0,68400.0,3.66,46031,2016
1223,milk and honey (Paperback),Rupi Kaur,/book/show/23513349-milk-and-honey,204,Unlimited,32299.999999999996,,3.97,745255,2014
1224,"The Right Move (Windy City, #2)",Liz Tomforde,/book/show/84943172-the-right-move,499,,12400.0,234000.0,4.41,244957,2023
1225,"The Winter King (Weathermages of Mystral, #1)",C.L. Wilson,/book/show/10485751-the-winter-king,594,,1209.0,43800.0,4.01,28472,2014
1226,"The Charm Offensive (The Charm Offensive, #1)",Alison Cochrun,/book/show/56898248-the-charm-offensive,354,12.99,1886.0,109000.0,4.13,69059,2021
1227,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,/book/show/11857408-fifty-shades-darker,532,,19000.0,191000.0,3.83,929709,2011
1228,"Paper Princess (The Royals, #1)",Erin Watt,/book/show/28678119-paper-princess,370,,4637.0,175000.0,3.92,157842,2016
1229,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,/book/show/13536860-fifty-shades-freed,579,,17000.0,187000.0,3.83,873752,2012
1230,"Thoughtless (Thoughtless, #1)",S.C. Stephens,/book/show/13517535-thoughtless,530,,2670.0,119000.0,4.08,140921,2012
1231,One for My Enemy (Kindle Edition),Olivie Blake,/book/show/43795562-one-for-my-enemy,427,Unlimited,2866.0,108000.0,3.75,23266,2019
1232,"Vengeful (Villains, #2)",Victoria Schwab,/book/show/26856502-vengeful,462,,5595.0,177000.0,4.15,105689,2018
1233,Open Water (Hardcover),Caleb Azumah Nelson,/book/show/53414230-open-water,145,9.62,3883.0,,4.04,68558,2021
1234,"Blindsided (Harris Brothers World, #2)",Amy Daws,/book/show/52602989-blindsided,322,Unlimited,15100.0,30600.0,4.07,45847,2019
1235,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,/book/show/22878967-the-shadow-of-what-was-lost,602,,7569.0,,4.14,60492,2014
1236,"Bone Crier's Moon (Bone Grace, #1)",Kathryn Purdie,/book/show/46249012-bone-crier-s-moon,480,,1411.0,101000.0,3.65,26700,2020
1237,Don't Let Her Stay (Kindle Edition),Nicola Sanders,/book/show/80830635-don-t-let-her-stay,288,Unlimited,14100.0,242000.0,3.95,162672,2023
1238,"Madly, Deeply: The Diaries of Alan Rickman (Hardcover)",Alan Rickman,/book/show/59808451-madly-deeply,469,12.99,,5338.0,3.58,13639,2022
1239,The Witch Elm (ebook),Tana French,/book/show/39720991-the-witch-elm,528,12.99,13700.0,93600.0,3.57,102514,2018
1240,"Year One (Chronicles of The One, #1)",Nora Roberts,/book/show/34311452-year-one,419,,16200.0,94000.0,4.05,90335,2017
1241,"Gilead (Gilead, #1)",Marilynne Robinson,/book/show/68210.Gilead,247,,10500.0,151000.0,3.85,114183,2004
1242,"Storm and Fury (The Harbinger, #1)",Jennifer L. Armentrout,/book/show/40291564-storm-and-fury,512,,5626.0,141000.0,4.05,60674,2019
1243,"The Two Towers (Middle Earth, #3)",J.R.R. Tolkien,/book/show/61215372-the-two-towers,448,,549.0,5770.0,4.49,1005853,1954
1244,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,912,,78200.0,,4.5,3482179,2003
1245,"Soulless (Parasol Protectorate, #1)",Gail Carriger,/book/show/6381205-soulless,357,,2334.0,98900.0,3.9,111723,2009
1246,One to Watch (Paperback),Kate Stayman-London,/book/show/53103895-one-to-watch,417,12.99,2108.0,108000.0,3.88,94837,2020
1247,The Two Lives of Lydia Bird (Hardcover),Josie Silver,/book/show/46225061-the-two-lives-of-lydia-bird,369,4.99,4075.0,111000.0,3.74,68322,2020
1248,Holding Up the Universe (Hardcover),Jennifer Niven,/book/show/28686840-holding-up-the-universe,391,8.99,5566.0,166000.0,3.69,135168,2016
1249,The Poisonwood Bible (Paperback),Barbara Kingsolver,/book/show/7244.The_Poisonwood_Bible,546,14.49,16100.000000000002,421000.0,4.1,756429,1998
